Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Single_T2.1,Coverage (%) Chronic_T4.1,Coverage (%) Control_T1.1,Coverage (%) Episodic_T3.1,Coverage (%) Control_T1.2,Coverage (%) Episodic_T3.2,Coverage (%) Chronic_T4.2,Coverage (%) Single_T2.2,Coverage (%) Control_T1.3,Coverage (%) Episodic_T3.3,Coverage (%) Single_T2.3,Coverage (%) Chronic_T4.3,Area Single_T2.1,Area Chronic_T4.1,Area Control_T1.1,Area Episodic_T3.1,Area Control_T1.2,Area Episodic_T3.2,Area Chronic_T4.2,Area Single_T2.2,Area Control_T1.3,Area Episodic_T3.3,Area Single_T2.3,Area Chronic_T4.3,#Peptides,#Unique,#Spec Single_T2.1,#Spec Chronic_T4.1,#Spec Control_T1.1,#Spec Episodic_T3.1,#Spec Control_T1.2,#Spec Episodic_T3.2,#Spec Chronic_T4.2,#Spec Single_T2.2,#Spec Control_T1.3,#Spec Episodic_T3.3,#Spec Single_T2.3,#Spec Chronic_T4.3,PTM,Avg. Mass,Description
1313,613,TRINITY_DN47721_c0_g1_i1.p1,148.63,22,6,15,3,3,2,2,2,4,2,8,0,8,4.0101E6,3.0542E6,6.6963E5,6.4423E5,5.3537E5,9.2974E5,1.1562E6,1.0353E6,0,4.7413E6,,9.5061E5,9,9,3,5,1,1,1,1,1,2,1,4,0,3,Oxidation or Hydroxylation; Mutation,60069,TRINITY_DN47721_c0_g1_i1.p1
939,3020,TRINITY_DN39830_c0_g1_i2.p1,148.49,44,14,23,32,40,32,14,23,23,14,14,14,36,1.1262E7,1.5492E7,1.6195E7,2.3911E7,1.5642E7,9.2601E6,1.5447E7,1.2073E7,1.0663E7,1.2064E7,7.024E6,1.33E7,7,7,2,4,4,7,5,2,4,3,2,2,3,4,Acetylation (K); Sodium adduct; Amidation; Methylation(others); Mutation,21563,TRINITY_DN39830_c0_g1_i2.p1
572,549,TRINITY_DN44906_c0_g1_i1.p1,148.46,12,8,6,8,5,8,6,8,8,3,10,3,10,2.7832E6,5.1594E6,2.0154E6,2.365E5,3.6637E6,2.1193E6,3.4917E6,6.3103E6,,1.0123E7,,4.8241E6,8,3,7,7,6,6,7,7,8,7,4,9,3,8,Mutation,49261,TRINITY_DN44906_c0_g1_i1.p1
1661,1487,TRINITY_DN40372_c0_g1_i1.p1,148.40,19,4,9,0,13,0,4,15,0,0,9,0,9,8.5816E5,4.9971E6,,2.4691E6,,1.6034E6,6.0378E6,,,3.7975E6,,2.5405E6,4,4,1,2,0,3,0,1,3,0,0,2,0,2,Mutation,28365,TRINITY_DN40372_c0_g1_i1.p1
1138,1350,TRINITY_DN37663_c0_g1_i1.p1,148.18,28,7,28,21,21,21,28,28,21,21,28,21,21,2.5115E6,1.0865E7,2.0079E6,4.1352E6,2.5537E6,3.9309E6,1.1304E7,4.6621E6,3.6363E6,9.8189E6,3.0814E6,4.7563E6,3,3,1,3,2,2,2,3,4,2,2,4,3,2,Oxidation (M),13644,TRINITY_DN37663_c0_g1_i1.p1
668,2311,TRINITY_DN32309_c0_g1_i1.p1,148.18,36,31,29,31,26,31,28,16,31,31,31,28,31,6.3966E7,4.3105E7,4.875E7,4.1456E7,2.6892E7,3.104E7,1.578E7,7.4858E7,2.8299E7,5.387E7,3.6767E7,3.6949E7,10,10,6,6,7,5,6,4,3,6,5,6,5,7,Dimethylation(KR); Oxidation or Hydroxylation; Mutation,18642,TRINITY_DN32309_c0_g1_i1.p1
761,1714,TRINITY_DN5996_c0_g1_i1.p1,148.10,51,17,43,44,43,14,33,43,33,33,7,23,43,3.9539E6,4.4837E7,1.0411E7,1.8191E7,6.1121E6,1.0501E7,5.1988E7,1.2907E7,1.1552E7,5.2199E6,6.7801E6,2.8237E7,7,7,2,8,6,6,2,5,6,4,4,2,4,6,Carbamidomethylation; Acetylation (N-term); Mutation,14665,TRINITY_DN5996_c0_g1_i1.p1
1673,1501,TRINITY_DN43636_c0_g1_i1.p1,148.06,12,4,4,8,0,10,4,0,7,5,0,0,4,2.6548E5,9.9651E4,2.4154E6,,4.578E6,2.518E5,,1.1563E6,1.8617E6,,,1.4894E5,4,4,1,1,2,0,4,1,0,2,2,0,0,1,Carbamidomethylation; Mutation,58388,TRINITY_DN43636_c0_g1_i1.p1
660,780,TRINITY_DN42423_c0_g1_i3.p1,147.99,23,13,16,11,16,16,11,4,20,16,15,17,11,1.0668E7,6.3372E6,7.9492E6,8.0045E6,1.1166E7,1.3435E7,1.0956E6,1.6766E7,6.7503E6,1.6065E7,9.3244E6,6.3647E6,10,10,7,5,5,6,6,7,1,8,5,6,7,4,Oxidation (M); Methylation(KR); Formylation; Methylation(others); Mutation,33515,TRINITY_DN42423_c0_g1_i3.p1
1704,2388,TRINITY_DN46722_c0_g1_i3.p1,147.98,38,9,20,0,20,9,0,9,20,0,9,9,18,,2.7203E6,,1.4901E6,,,,1.1542E6,,,,9.4125E5,6,4,1,3,0,2,1,0,1,2,0,1,1,1,Deamidation (NQ); Mutation,15615,TRINITY_DN46722_c0_g1_i3.p1
1704,2389,TRINITY_DN46722_c0_g1_i5.p1,147.98,38,9,20,0,20,9,0,9,20,0,9,9,18,,2.7203E6,,1.4901E6,,,,1.1542E6,,,,9.4125E5,6,4,1,3,0,2,1,0,1,2,0,1,1,1,Deamidation (NQ); Mutation,15615,TRINITY_DN46722_c0_g1_i5.p1
1653,1603,TRINITY_DN45904_c0_g1_i2.p1,147.92,10,2,9,0,10,7,0,0,5,0,5,0,0,6.4587E5,3.1969E6,,3.1517E6,1.911E6,,,9.8308E5,,6.9935E5,,,4,4,1,3,0,4,2,0,0,2,0,2,0,0,Carbamidomethylation; Mutation,63376,TRINITY_DN45904_c0_g1_i2.p1
529,2686,TRINITY_DN41640_c0_g3_i1.p1,147.87,42,34,34,26,26,34,42,18,42,42,42,34,34,1.4646E7,2.5917E7,7.6688E6,1.5473E7,1.5063E7,2.9692E7,6.5521E6,3.165E7,1.4589E7,7.0212E7,1.6837E7,1.6637E7,8,8,6,8,4,6,7,8,3,9,9,11,9,9,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q; Mutation,16178,TRINITY_DN41640_c0_g3_i1.p1
1322,1557,TRINITY_DN41072_c1_g1_i1.p1,147.84,11,6,6,6,6,4,6,2,6,4,11,6,6,2.6567E6,4.0035E6,2.0626E6,1.8692E6,3.222E6,2.948E6,1.1256E6,5.967E6,1.7632E6,8.1176E6,2.9625E6,3.0519E6,4,4,2,2,2,2,1,2,1,2,1,4,2,2,Carbamidomethylation,40417,TRINITY_DN41072_c1_g1_i1.p1
1349,1414,TRINITY_DN31207_c0_g1_i1.p1,147.75,18,12,3,9,8,0,7,3,12,8,13,3,9,5.5944E6,1.3853E6,1.0135E6,5.0179E6,,1.7052E6,1.0122E6,2.105E6,3.9836E6,2.8715E6,8.8745E5,1.7681E6,5,5,3,1,2,2,0,2,1,3,2,3,1,2,Mutation,29458,TRINITY_DN31207_c0_g1_i1.p1
907,1609,TRINITY_DN41974_c0_g1_i2.p1,147.68,24,10,14,7,10,12,14,15,13,10,10,3,8,4.4591E6,8.8271E6,4.8713E6,4.9061E6,1.0379E7,4.4718E6,1.2227E7,6.8592E6,3.836E6,8.9007E6,2.6324E6,3.3231E6,9,9,3,5,3,4,5,5,5,4,3,4,1,2,Oxidation (M); Amidation; Methylation(others); Mutation,37021,TRINITY_DN41974_c0_g1_i2.p1
907,1610,TRINITY_DN41974_c0_g1_i1.p1,147.68,24,10,14,7,10,12,14,15,13,10,10,3,8,4.4591E6,8.8271E6,4.8713E6,4.9061E6,1.0379E7,4.4718E6,1.2227E7,6.8592E6,3.836E6,8.9007E6,2.6324E6,3.3231E6,9,9,3,5,3,4,5,5,5,4,3,4,1,2,Oxidation (M); Amidation; Methylation(others); Mutation,37021,TRINITY_DN41974_c0_g1_i1.p1
962,1197,TRINITY_DN46132_c0_g2_i1.p1,147.63,33,6,33,10,19,28,6,11,20,6,24,6,20,5.4066E5,9.5907E6,4.2724E6,1.5768E6,9.8314E6,3.044E5,4.605E6,7.5122E5,0,3.7415E6,2.3533E5,5.695E6,6,6,1,8,3,2,7,1,3,3,1,4,1,6,Oxidation (M); Dimethylation(KR),18708,TRINITY_DN46132_c0_g2_i1.p1
546,1087,TRINITY_DN41101_c0_g2_i1.p1,147.50,24,19,21,19,19,19,19,22,20,19,18,19,19,8.3078E6,1.6972E7,1.0057E7,1.0076E7,1.3623E7,7.8567E6,1.6353E7,1.8139E7,5.9186E6,1.8862E7,4.754E6,9.7666E6,11,11,6,7,7,7,7,7,9,10,6,8,6,6,Oxidation (M); Methylation(KR); Methylation(others); Pyro-glu from Q; Proline oxidation to pyrrolidinone; 2 more,37079,TRINITY_DN41101_c0_g2_i1.p1
865,473,TRINITY_DN6858_c0_g1_i1.p1,147.48,35,13,14,18,13,4,15,6,21,14,25,13,21,1.043E7,5.3645E5,1.9471E6,7.514E6,6.197E5,7.6099E6,6.0005E6,1.5495E7,5.9698E6,1.1123E7,5.347E6,2.6077E6,8,8,3,4,5,4,1,4,1,6,3,7,3,5,Pyro-glu from Q; Mutation,25024,TRINITY_DN6858_c0_g1_i1.p1
1063,1145,TRINITY_DN44231_c0_g2_i1.p1,147.26,18,7,12,7,10,10,7,15,7,7,10,7,7,2.6498E6,8.5457E6,2.2648E6,3.6071E6,3.6115E6,2.5925E6,1.2604E7,4.6122E6,2.6406E6,7.4808E6,1.333E6,3.3679E6,6,6,2,5,2,3,3,2,6,2,2,3,2,2,Carbamidomethylation; Carbamylation,33411,TRINITY_DN44231_c0_g2_i1.p1
799,1056,TRINITY_DN45816_c0_g1_i1.p1,147.25,10,6,2,8,10,8,10,3,8,10,7,8,4,1.1964E7,5.4946E5,1.0543E7,2.1092E7,2.5562E7,8.3131E6,1.044E6,1.8507E7,1.2453E7,7.0734E6,4.221E6,1.0732E6,5,5,5,1,6,6,7,6,1,5,6,3,4,2,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Pyro-glu from Q; Mutation,64129,TRINITY_DN45816_c0_g1_i1.p1
799,1057,TRINITY_DN45816_c0_g1_i2.p1,147.25,10,6,2,8,10,8,10,3,8,10,7,8,4,1.1964E7,5.4946E5,1.0543E7,2.1092E7,2.5562E7,8.3131E6,1.044E6,1.8507E7,1.2453E7,7.0734E6,4.221E6,1.0732E6,5,5,5,1,6,6,7,6,1,5,6,3,4,2,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Pyro-glu from Q; Mutation,64129,TRINITY_DN45816_c0_g1_i2.p1
1110,1619,TRINITY_DN48129_c0_g2_i1.p1,147.25,26,26,7,19,14,26,26,0,26,7,26,14,0,9.8763E6,1.7253E6,2.7986E6,4.7321E6,1.2272E7,1.3207E7,,1.0905E7,1.2101E6,2.0629E7,2.8198E6,,4,4,4,1,3,2,6,5,0,4,1,4,2,0,Carbamidomethylation; Deamidation (NQ),22933,TRINITY_DN48129_c0_g2_i1.p1
1293,804,TRINITY_DN46109_c0_g1_i3.p1,147.22,19,19,0,4,4,3,13,0,19,11,4,9,8,4.3671E6,,2.7188E5,1.0826E6,3.7373E5,1.782E6,,5.3926E6,5.2829E5,1.9607E6,1.5545E5,1.7197E5,5,5,5,0,1,1,1,3,0,5,3,1,2,2,Oxidation (M); Formylation,37341,TRINITY_DN46109_c0_g1_i3.p1
1803,1122,TRINITY_DN45051_c0_g2_i1.p1,147.13,14,2,5,0,0,0,0,12,2,2,0,0,0,5.6418E5,2.749E6,,,,,1.0085E7,1.936E6,9.4606E5,,,,6,6,1,3,0,0,0,0,5,1,1,0,0,0,Methylation(others); Carboxymethyl (KW  X@N-term),57853,TRINITY_DN45051_c0_g2_i1.p1
470,3904,TRINITY_DN48289_c0_g2_i3.p1,147.09,12,10,10,10,10,12,10,10,10,10,10,10,12,1.5516E7,3.5251E7,1.3826E7,2.3094E7,1.7806E7,2.7494E7,6.6992E7,2.6283E7,1.6681E7,3.4443E7,1.8157E7,4.2395E7,4,4,6,11,5,6,10,8,13,7,6,10,7,11,Pyro-glu from Q; Mutation,15192,TRINITY_DN48289_c0_g2_i3.p1
470,4574,TRINITY_DN48289_c0_g2_i6.p1,147.09,12,10,10,10,10,12,10,10,10,10,10,10,12,1.5516E7,3.5251E7,1.3826E7,2.3094E7,1.7806E7,2.7494E7,6.6992E7,2.6283E7,1.6681E7,3.4443E7,1.8157E7,4.2395E7,4,4,6,11,5,6,10,8,13,7,6,10,7,11,Pyro-glu from Q; Mutation,15177,TRINITY_DN48289_c0_g2_i6.p1
1697,856,TRINITY_DN46389_c0_g1_i1.p1,147.02,14,3,7,0,0,2,0,14,0,0,6,0,6,2.6309E5,2.0674E6,,,5.1476E5,,6.021E6,,,9.7763E5,,9.094E5,6,6,1,2,0,0,1,0,5,0,0,2,0,2,Carbamidomethylation; Oxidation (M); Mutation,45238,TRINITY_DN46389_c0_g1_i1.p1
645,776,TRINITY_DN46088_c0_g1_i3.p1,146.90,24,11,16,11,12,19,4,16,11,0,13,6,11,5.8431E6,1.818E7,6.2322E6,7.5088E6,7.8618E6,1.7596E6,1.5767E7,7.5715E6,,6.4301E6,4.7003E6,5.4605E6,11,11,5,9,5,7,10,2,9,8,0,6,3,5,Oxidation (M); Mutation,65418,TRINITY_DN46088_c0_g1_i3.p1
1932,1284,TRINITY_DN48191_c0_g1_i2.p1,146.82,13,0,13,0,0,0,0,5,0,0,0,0,4,,9.3057E6,,,,,1.6605E6,,,,,0,5,5,0,6,0,0,0,0,2,0,0,0,0,1,Deamidation (NQ); Mutation,46610,TRINITY_DN48191_c0_g1_i2.p1
1932,1285,TRINITY_DN48191_c0_g1_i4.p1,146.82,13,0,13,0,0,0,0,5,0,0,0,0,4,,9.3057E6,,,,,1.6605E6,,,,,0,5,5,0,6,0,0,0,0,2,0,0,0,0,1,Deamidation (NQ); Mutation,46610,TRINITY_DN48191_c0_g1_i4.p1
1365,1127,TRINITY_DN42322_c0_g1_i1.p1,146.76,41,14,23,21,23,0,29,29,14,0,8,14,29,2.3041E6,4.7123E6,1.3102E6,2.557E6,,2.5325E6,7.7469E6,3.5323E6,,2.285E6,1.2164E6,4.5818E6,5,5,2,2,2,2,0,3,3,2,0,1,2,3,Acetylation (Protein N-term),17386,TRINITY_DN42322_c0_g1_i1.p1
1365,1128,TRINITY_DN42322_c0_g1_i2.p1,146.76,41,14,23,21,23,0,29,29,14,0,8,14,29,2.3041E6,4.7123E6,1.3102E6,2.557E6,,2.5325E6,7.7469E6,3.5323E6,,2.285E6,1.2164E6,4.5818E6,5,5,2,2,2,2,0,3,3,2,0,1,2,3,Acetylation (Protein N-term),17386,TRINITY_DN42322_c0_g1_i2.p1
997,1225,TRINITY_DN14592_c0_g1_i1.p1,146.68,50,19,15,36,36,25,25,6,46,19,25,11,11,2.1408E7,5.41E6,8.6455E6,1.0048E7,1.1947E7,4.2428E6,2.4105E5,2.2043E7,2.2013E6,4.825E6,1.3561E5,4.4945E5,7,7,3,2,5,5,4,4,1,6,2,3,1,1,Carbamidomethylation; Oxidation (M); Dihydroxy; Mutation,17856,TRINITY_DN14592_c0_g1_i1.p1
1291,644,TRINITY_DN48198_c0_g1_i2.p1,146.62,11,2,2,3,3,8,2,2,5,2,2,3,2,2.837E6,1.9069E6,2.0179E6,4.0278E6,6.6261E6,1.6598E6,1.0788E6,4.7109E6,1.7799E6,1.5402E6,2.7647E6,1.5164E6,7,7,2,1,3,2,6,1,1,3,1,1,2,1,Oxidation (M); Mutation,64779,TRINITY_DN48198_c0_g1_i2.p1
993,810,TRINITY_DN21931_c0_g1_i1.p1,146.62,34,34,8,19,31,15,8,0,28,8,8,12,0,1.2241E7,1.1565E6,6.884E6,7.5819E6,3.0391E6,2.1145E6,,5.6491E6,2.2712E6,3.8555E6,4.479E6,,8,8,7,2,5,6,3,2,0,5,2,2,3,0,Carbamidomethylation; Oxidation (M); Octanoyl; Mutation,30005,TRINITY_DN21931_c0_g1_i1.p1
822,996,TRINITY_DN31823_c0_g1_i2.p1,146.59,15,6,9,6,7,3,6,15,6,3,6,3,9,1.2239E7,2.0408E7,9.0095E6,1.7764E7,9.4177E6,8.462E6,1.9924E7,1.2326E7,4.5879E6,1.4406E7,8.1031E6,9.7163E6,7,5,3,8,3,4,2,3,10,4,1,4,3,5,Carbamidomethylation (DHKE  X@N-term); Dihydroxy,31441,TRINITY_DN31823_c0_g1_i2.p1
1224,1598,TRINITY_DN35591_c0_g1_i1.p1,146.49,32,17,0,10,14,3,28,0,24,11,19,3,0,4.5177E6,,1.7407E6,4.4896E6,1.2708E6,7.3627E6,,8.978E6,2.1848E6,2.1014E6,1.7612E6,,8,8,3,0,2,3,1,6,0,6,2,3,1,0,Carbamidomethylation; Oxidation (M); Methylation(KR); Pyro-glu from Q; ISD (z+2)-series; Mutation,27135,TRINITY_DN35591_c0_g1_i1.p1
1395,796,TRINITY_DN47598_c0_g1_i1.p1,146.46,21,8,9,4,10,8,4,9,5,4,7,8,13,1.6045E6,3.5433E6,1.5466E6,6.8052E5,1.5856E6,1.4937E6,3.1779E6,1.7396E6,1.0928E6,2.3769E6,3.9572E6,1.9462E6,5,5,2,2,1,2,2,1,2,1,1,2,2,3,,28948,TRINITY_DN47598_c0_g1_i1.p1
827,3409,TRINITY_DN48908_c0_g1_i1.p1,146.44,20,12,12,12,12,20,12,12,20,12,20,20,20,1.6854E7,1.6071E7,1.0164E7,1.8013E7,2.4371E7,4.88E6,8.1659E6,2.0575E7,8.7517E6,1.5989E7,8.2668E6,1.0264E7,6,6,5,3,3,5,4,3,2,8,5,4,3,5,Oxidation (M),14392,TRINITY_DN48908_c0_g1_i1.p1
1076,994,TRINITY_DN46519_c0_g1_i1.p1,146.43,31,4,24,7,0,4,7,20,7,7,7,7,10,1.0429E6,6.4946E6,1.0979E6,,1.1388E6,2.0816E6,1.1855E7,1.9336E6,8.1637E5,2.6332E6,1.5766E6,3.5683E6,6,6,2,6,2,0,1,2,6,3,2,2,3,4,Carbamidomethylation; Deoxy; Mutation,30057,TRINITY_DN46519_c0_g1_i1.p1
913,3015,TRINITY_DN47650_c0_g1_i1.p1,146.41,19,6,19,19,12,19,6,13,13,19,19,12,13,5.482E6,2.5968E7,1.0114E7,8.7498E6,2.1892E7,4.728E6,2.0725E7,1.0911E7,8.2207E6,1.7831E7,4.6795E6,1.2533E7,4,4,2,6,4,3,5,2,4,3,4,4,3,3,Oxidation (M); Hydroxymethyl; Mutation,31435,TRINITY_DN47650_c0_g1_i1.p1
1067,1184,TRINITY_DN48212_c0_g3_i1.p1,146.37,31,12,26,11,18,7,15,31,7,6,31,8,20,2.3199E6,1.1627E7,4.9567E5,3.9816E6,1.4153E6,2.2268E6,1.6058E7,1.9488E6,6.0391E4,1.0641E7,8.0112E5,5.5909E6,5,5,4,4,2,3,2,2,5,1,1,6,1,3,Acetylation (Protein N-term),17981,TRINITY_DN48212_c0_g3_i1.p1
960,1641,TRINITY_DN10560_c0_g1_i1.p1,146.26,45,38,24,38,38,11,38,24,32,45,11,24,24,9.5883E6,9.9134E6,6.7086E6,1.0243E7,3.3896E6,5.5935E6,6.5299E6,7.1585E6,7.2671E6,3.8073E6,5.7633E6,7.8626E6,5,5,4,3,4,5,1,4,3,3,5,1,3,4,Carbamidomethylation; Mutation,13987,TRINITY_DN10560_c0_g1_i1.p1
710,1382,TRINITY_DN46029_c0_g1_i2.p2,146.21,29,20,21,20,12,12,20,20,12,12,12,12,29,1.0497E7,3.3924E7,6.2809E6,1.2537E7,8.6468E6,2.4406E7,2.3981E7,2.1585E7,1.1547E7,2.7816E7,8.9804E6,2.4385E7,6,6,4,8,5,4,3,7,7,5,4,5,3,6,Mutation,19485,TRINITY_DN46029_c0_g1_i2.p2
1083,2751,TRINITY_DN51865_c0_g1_i1.p1,146.15,38,28,28,38,38,28,18,20,28,18,18,18,28,3.1956E6,2.0144E6,2.0481E6,3.6331E6,1.8366E6,9.7865E5,1.6869E6,3.1886E6,1.3635E6,2.2097E6,9.8348E5,1.7779E6,4,4,3,3,4,4,3,2,2,3,2,2,2,3,Carbamidomethylation; Methylation(others); Ethylation,14657,TRINITY_DN51865_c0_g1_i1.p1
1757,1497,TRINITY_DN30418_c0_g1_i1.p1,146.04,24,6,19,0,11,5,0,5,6,0,6,0,6,4.0984E5,3.4343E6,,1.5463E6,3.7708E5,,4.9037E5,5.6707E5,,1.8181E6,,4.7049E5,4,4,2,3,0,2,1,0,1,1,0,1,0,1,Carbamidomethylation; Mutation,26782,TRINITY_DN30418_c0_g1_i1.p1
1931,1088,TRINITY_DN47445_c3_g1_i1.p1,146.01,8,0,0,2,0,2,2,2,2,0,2,4,2,,,6.9829E5,,4.3347E5,3.8829E5,0,1.9501E6,,7.2408E5,5.6646E5,4.8635E5,4,4,0,0,1,0,1,1,1,1,0,1,2,1,Oxidation (M),65215,TRINITY_DN47445_c3_g1_i1.p1
1588,4355,TRINITY_DN41569_c0_g1_i1.p1,145.91,37,0,37,9,0,0,28,20,9,0,28,0,20,,1.2857E7,9.9155E5,,,5.9487E6,4.4489E6,1.1975E6,,9.052E6,,2.211E6,5,5,0,4,1,0,0,3,2,1,0,3,0,2,Methylation(KR); Dehydration; Mutation,27633,TRINITY_DN41569_c0_g1_i1.p1
534,1208,TRINITY_DN47694_c0_g2_i2.p1,145.70,36,15,21,21,21,26,15,28,21,18,26,18,23,9.4131E6,2.6446E7,1.6836E7,2.3485E7,1.0683E7,1.0921E7,2.6012E7,1.1969E7,5.0859E6,1.5704E7,7.7085E6,1.8642E7,10,10,5,10,8,8,8,6,10,6,4,8,5,9,Carbamidomethylation; Deamidation (NQ); Methylation(others); Mutation,35339,TRINITY_DN47694_c0_g2_i2.p1
534,1210,TRINITY_DN47694_c0_g2_i3.p1,145.70,35,15,20,20,20,25,15,27,21,17,25,17,23,9.4131E6,2.6446E7,1.6836E7,2.3485E7,1.0683E7,1.0921E7,2.6012E7,1.1969E7,5.0859E6,1.5704E7,7.7085E6,1.8642E7,10,10,5,10,8,8,8,6,10,6,4,8,5,9,Carbamidomethylation; Deamidation (NQ); Methylation(others); Mutation,36189,TRINITY_DN47694_c0_g2_i3.p1
1414,1760,TRINITY_DN38133_c0_g2_i1.p1,145.61,25,16,17,8,17,16,8,25,8,8,8,17,25,1.4508E6,2.6143E6,5.7218E5,8.8002E5,1.8894E6,6.4361E5,6.6811E6,1.0032E6,7.9353E5,1.2353E6,1.2757E6,1.4705E6,3,3,2,2,1,2,2,1,3,1,1,1,2,3,Carbamidomethylation,17932,TRINITY_DN38133_c0_g2_i1.p1
476,1321,TRINITY_DN42531_c0_g1_i1.p1,145.34,13,13,13,13,13,13,13,13,13,13,13,13,13,1.3126E7,4.6804E7,5.846E6,7.2041E6,6.3995E6,5.6755E6,1.6404E7,9.1673E6,4.3649E6,3.1503E7,7.3444E6,2.8379E7,7,3,9,12,5,6,6,5,9,10,10,8,7,12,Deamidation (NQ); Mutation,26643,TRINITY_DN42531_c0_g1_i1.p1
1695,1375,TRINITY_DN47811_c0_g1_i2.p1,145.26,14,0,0,7,0,8,0,9,0,2,10,0,0,,,8.4909E5,,2.0189E6,,2.4294E6,,1.3405E5,2.0512E6,,,5,5,0,0,3,0,3,0,3,0,1,3,0,0,Oxidation (M); Pyro-glu from Q; Mutation,56331,TRINITY_DN47811_c0_g1_i2.p1
565,1004,TRINITY_DN47260_c0_g2_i1.p1,145.22,29,29,29,29,22,29,29,29,24,22,22,29,29,1.9671E7,6.5416E7,1.7372E7,3.619E7,2.3206E7,2.5474E7,7.1097E7,2.1496E7,2.4843E7,4.1061E7,1.8672E7,3.8827E7,6,6,7,8,7,6,6,8,8,6,5,7,7,7,Carbamidomethylation; Oxidation (M); Mutation,26152,TRINITY_DN47260_c0_g2_i1.p1
2286,2173,TRINITY_DN37892_c0_g2_i2.p1,145.17,20,0,0,0,0,9,0,0,9,0,20,0,9,,,,,1.8794E6,,,0,,5.0267E6,,1.861E6,3,3,0,0,0,0,1,0,0,1,0,2,0,1,Carbamidomethylation,13473,TRINITY_DN37892_c0_g2_i2.p1
2286,2174,TRINITY_DN37892_c0_g2_i5.p1,145.17,20,0,0,0,0,9,0,0,9,0,20,0,9,,,,,1.8794E6,,,0,,5.0267E6,,1.861E6,3,3,0,0,0,0,1,0,0,1,0,2,0,1,Carbamidomethylation,13468,TRINITY_DN37892_c0_g2_i5.p1
522,490,TRINITY_DN43759_c0_g1_i1.p1,145.16,28,16,27,18,18,22,18,23,23,16,19,18,16,1.189E7,1.9591E7,8.6713E6,1.2843E7,1.1495E7,1.5305E7,1.3714E7,1.7534E7,7.4782E6,2.0523E7,9.2031E6,9.0173E6,8,8,6,9,8,7,9,7,7,10,5,9,7,6,Oxidation (M); Mutation,29638,TRINITY_DN43759_c0_g1_i1.p1
1108,1364,TRINITY_DN44481_c1_g1_i1.p1,145.09,21,6,15,3,10,6,8,13,10,6,10,6,10,3.9691E6,8.475E6,2.6395E6,4.584E6,3.8651E6,2.5842E6,5.1034E6,5.7178E6,2.783E6,8.6435E6,2.3815E6,6.5034E6,7,7,2,4,1,3,2,2,3,4,2,4,2,3,Oxidation or Hydroxylation; Mutation,28227,TRINITY_DN44481_c1_g1_i1.p1
689,1447,TRINITY_DN44154_c0_g1_i1.p1,145.01,47,38,37,17,21,28,25,21,34,17,38,24,24,1.1163E7,6.4612E6,9.1695E5,5.2493E6,1.1854E7,1.8112E7,1.2813E7,1.4513E7,2.9136E6,2.8151E7,5.6836E6,5.2394E6,8,7,7,6,3,4,6,7,5,7,2,8,4,5,Carbamidomethylation; Oxidation (M); Methylation(KR); Methylation(others); Oxidation or Hydroxylation; 2 more,19562,TRINITY_DN44154_c0_g1_i1.p1
1497,2457,TRINITY_DN43385_c0_g1_i2.p1,144.94,16,0,15,0,0,0,5,10,0,0,2,0,9,,1.0827E7,,,,1.2251E5,1.1692E7,,,2.976E5,,5.9626E6,7,7,0,6,0,0,0,2,5,0,0,1,0,4,Carbamidomethylation; Deamidation (NQ); Ethylation; Mutation,50257,TRINITY_DN43385_c0_g1_i2.p1
576,2048,TRINITY_DN14961_c0_g1_i1.p1,144.90,54,43,36,46,36,28,43,17,28,36,36,43,43,2.6609E7,3.3758E7,2.5382E7,2.5978E7,9.4419E6,1.5244E7,1.0392E7,2.3818E7,1.7661E7,3.5817E7,1.5994E7,2.6319E7,6,6,7,8,6,9,3,6,2,8,7,7,8,8,Oxidation (M); Sulphone; Mutation,15008,TRINITY_DN14961_c0_g1_i1.p1
1531,1888,TRINITY_DN48072_c0_g1_i1.p1,144.60,13,3,5,3,3,3,3,10,3,3,8,3,3,3.7911E6,1.3459E6,4.2771E5,3.9604E5,5.5826E5,3.9218E5,1.8768E6,5.9341E6,2.8564E6,2.4911E6,6.3667E6,5.5148E5,4,2,1,2,1,1,1,1,3,1,1,3,1,1,Acetylation (TSCYH); Mutation,52374,TRINITY_DN48072_c0_g1_i1.p1
1531,1892,TRINITY_DN48072_c0_g1_i9.p1,144.60,14,3,6,3,3,3,3,11,3,3,9,3,3,3.7911E6,1.3459E6,4.2771E5,3.9604E5,5.5826E5,3.9218E5,1.8768E6,5.9341E6,2.8564E6,2.4911E6,6.3667E6,5.5148E5,4,2,1,2,1,1,1,1,3,1,1,3,1,1,Acetylation (TSCYH); Mutation,48281,TRINITY_DN48072_c0_g1_i9.p1
